invoice_id,invoice_number,client_id,invoice_date,invoice_due_date,billing_period,billing_contact_email_domain,purchase_order_number,lease_charges_amount,maintenance_rebill_amount,fuel_rebill_amount,management_fees_amount,invoice_status,payment_terms_days,payment_method,effective_at,updated_at
INV-0000112,EFSA-202601-000112,CLI-0011,2026-01-01,2026-01-31,2026-01,government-client-11.example.com,PO-SYN-000112,61451.43,1637.07,6975.34,3050.53,Issued,30,Card,2026-01-01T00:00:00,2026-02-05T00:00:00
INV-0000113,EFSA-202603-000113,CLI-0017,2026-03-01,2026-03-31,2026-03,construction-client-17.example.com,PO-SYN-000113,16324.02,2364.14,799.95,855.19,Paid,30,Direct Debit,2026-03-01T00:00:00,2026-03-04T00:00:00
INV-0000114,EFSA-202509-000114,CLI-0004,2025-09-21,2025-10-21,2025-09,utilities-client-04.example.com,PO-SYN-000114,9359.37,1820.56,794.54,329.99,Disputed,30,Direct Debit,2025-09-21T00:00:00,2025-10-19T00:00:00
INV-0000115,EFSA-202503-000115,CLI-0012,2025-03-30,2025-04-29,2025-03,government-client-12.example.com,PO-SYN-000115,28654.58,2031.0,3550.43,801.56,Paid,30,BPAY,2025-03-30T00:00:00,2025-04-03T00:00:00
INV-0000116,EFSA-202504-000116,CLI-0018,2025-04-18,2025-05-18,2025-04,professional-services-client-18.example.com,PO-SYN-000116,78389.33,15348.76,9958.09,2646.08,Disputed,30,EFT,2025-04-18T00:00:00,2025-05-17T00:00:00
INV-0000117,EFSA-202502-000117,CLI-0018,2025-02-24,2025-03-26,2025-02,professional-services-client-18.example.com,PO-SYN-000117,4432.4,696.99,613.71,221.72,Paid,30,EFT,2025-02-24T00:00:00,2025-03-04T00:00:00
INV-0000118,EFSA-202510-000118,CLI-0005,2025-10-02,2025-11-01,2025-10,healthcare-client-05.example.com,PO-SYN-000118,44997.39,5420.74,5506.87,2416.66,Part Paid,30,BPAY,2025-10-02T00:00:00,2025-11-05T00:00:00
INV-0000119,EFSA-202602-000119,CLI-0017,2026-02-02,2026-03-04,2026-02,construction-client-17.example.com,PO-SYN-000119,17260.33,3406.24,2199.0,225.18,Paid,30,BPAY,2026-02-02T00:00:00,2026-02-11T00:00:00
INV-0000120,EFSA-202502-000120,CLI-0016,2025-02-23,2025-03-25,2025-02,government-client-16.example.com,PO-SYN-000120,28230.16,3102.01,942.33,814.22,Issued,30,Direct Debit,2025-02-23T00:00:00,2025-03-30T00:00:00
INV-0000121,EFSA-202512-000121,CLI-0013,2025-12-30,2026-01-29,2025-12,utilities-client-13.example.com,PO-SYN-000121,26242.26,1930.38,4297.82,1353.63,Issued,30,BPAY,2025-12-30T00:00:00,2026-01-10T00:00:00
INV-0000122,EFSA-202505-000122,CLI-0017,2025-05-01,2025-05-31,2025-05,construction-client-17.example.com,PO-SYN-000122,24920.58,4447.57,888.7,389.67,Disputed,30,BPAY,2025-05-01T00:00:00,2025-05-03T00:00:00
INV-0000123,EFSA-202604-000123,CLI-0013,2026-04-17,2026-05-17,2026-04,utilities-client-13.example.com,PO-SYN-000123,78155.85,16314.27,8309.44,4624.5,Disputed,30,Direct Debit,2026-04-17T00:00:00,2026-05-01T00:00:00
INV-0000124,EFSA-202503-000124,CLI-0006,2025-03-16,2025-04-15,2025-03,utilities-client-06.example.com,PO-SYN-000124,14143.65,2591.72,177.27,304.1,Issued,30,Direct Debit,2025-03-16T00:00:00,2025-03-21T00:00:00
INV-0000125,EFSA-202507-000125,CLI-0017,2025-07-17,2025-08-16,2025-07,construction-client-17.example.com,PO-SYN-000125,45440.44,4356.85,804.42,522.11,Disputed,30,BPAY,2025-07-17T00:00:00,2025-08-11T00:00:00
INV-0000126,EFSA-202501-000126,CLI-0004,2025-01-06,2025-02-05,2025-01,utilities-client-04.example.com,PO-SYN-000126,53392.17,9800.99,2252.6,1558.29,Issued,30,Card,2025-01-06T00:00:00,2025-01-10T00:00:00
INV-0000127,EFSA-202604-000127,CLI-0008,2026-04-05,2026-05-05,2026-04,government-client-08.example.com,PO-SYN-000127,53878.99,11083.51,6491.28,2266.02,Issued,30,Direct Debit,2026-04-05T00:00:00,2026-05-06T00:00:00
INV-0000128,EFSA-202508-000128,CLI-0009,2025-08-04,2025-09-03,2025-08,professional-services-client-09.example.com,PO-SYN-000128,75039.53,13003.37,7770.82,1269.12,Paid,30,Card,2025-08-04T00:00:00,2025-08-31T00:00:00
INV-0000129,EFSA-202603-000129,CLI-0011,2026-03-03,2026-04-02,2026-03,government-client-11.example.com,PO-SYN-000129,65217.87,2578.17,692.65,3043.51,Issued,30,BPAY,2026-03-03T00:00:00,2026-03-29T00:00:00
INV-0000130,EFSA-202501-000130,CLI-0006,2025-01-02,2025-02-01,2025-01,utilities-client-06.example.com,PO-SYN-000130,37045.36,6783.6,6312.08,2134.73,Disputed,30,BPAY,2025-01-02T00:00:00,2025-01-31T00:00:00
INV-0000131,EFSA-202506-000131,CLI-0003,2025-06-19,2025-07-19,2025-06,healthcare-client-03.example.com,PO-SYN-000131,4798.15,757.18,403.55,281.28,Part Paid,30,BPAY,2025-06-19T00:00:00,2025-07-07T00:00:00
INV-0000132,EFSA-202502-000132,CLI-0003,2025-02-07,2025-03-09,2025-02,healthcare-client-03.example.com,PO-SYN-000132,4199.86,627.71,696.1,104.81,Issued,30,Direct Debit,2025-02-07T00:00:00,2025-02-22T00:00:00
INV-0000133,EFSA-202501-000133,CLI-0010,2025-01-01,2025-01-31,2025-01,government-client-10.example.com,PO-SYN-000133,77314.18,9921.79,2095.0,3147.15,Disputed,30,Card,2025-01-01T00:00:00,2025-02-01T00:00:00
INV-0000134,EFSA-202509-000134,CLI-0002,2025-09-25,2025-10-25,2025-09,utilities-client-02.example.com,PO-SYN-000134,59596.15,5569.67,6286.72,1175.97,Part Paid,30,EFT,2025-09-25T00:00:00,2025-10-14T00:00:00
INV-0000135,EFSA-202503-000135,CLI-0018,2025-03-14,2025-04-13,2025-03,professional-services-client-18.example.com,PO-SYN-000135,37768.7,6236.49,4002.81,1142.99,Part Paid,30,BPAY,2025-03-14T00:00:00,2025-03-15T00:00:00
INV-0000136,EFSA-202504-000136,CLI-0017,2025-04-30,2025-05-30,2025-04,construction-client-17.example.com,PO-SYN-000136,52674.08,6932.23,5183.48,2199.88,Issued,30,BPAY,2025-04-30T00:00:00,2025-06-03T00:00:00
INV-0000137,EFSA-202602-000137,CLI-0016,2026-02-05,2026-03-07,2026-02,government-client-16.example.com,PO-SYN-000137,59521.6,5524.61,4349.2,2355.16,Issued,30,Card,2026-02-05T00:00:00,2026-03-07T00:00:00
INV-0000138,EFSA-202510-000138,CLI-0003,2025-10-19,2025-11-18,2025-10,healthcare-client-03.example.com,PO-SYN-000138,44811.3,4275.49,5728.96,978.56,Issued,30,Direct Debit,2025-10-19T00:00:00,2025-10-28T00:00:00
INV-0000139,EFSA-202603-000139,CLI-0014,2026-03-28,2026-04-27,2026-03,professional-services-client-14.example.com,PO-SYN-000139,67541.88,14700.51,5894.64,3928.89,Disputed,30,EFT,2026-03-28T00:00:00,2026-04-22T00:00:00
INV-0000140,EFSA-202506-000140,CLI-0001,2025-06-04,2025-07-04,2025-06,professional-services-client-01.example.com,PO-SYN-000140,92955.56,12145.5,1021.91,5315.24,Disputed,30,Card,2025-06-04T00:00:00,2025-06-13T00:00:00
INV-0000141,EFSA-202602-000141,CLI-0003,2026-02-06,2026-03-08,2026-02,healthcare-client-03.example.com,PO-SYN-000141,45410.67,3956.31,2880.87,2627.77,Part Paid,30,BPAY,2026-02-06T00:00:00,2026-03-08T00:00:00
INV-0000142,EFSA-202512-000142,CLI-0010,2025-12-28,2026-01-27,2025-12,government-client-10.example.com,PO-SYN-000142,11299.53,1916.3,1050.94,330.57,Issued,30,Direct Debit,2025-12-28T00:00:00,2026-01-04T00:00:00
INV-0000143,EFSA-202512-000143,CLI-0018,2025-12-11,2026-01-10,2025-12,professional-services-client-18.example.com,PO-SYN-000143,76345.59,11375.2,2640.88,1114.27,Disputed,30,BPAY,2025-12-11T00:00:00,2025-12-20T00:00:00
INV-0000144,EFSA-202505-000144,CLI-0014,2025-05-17,2025-06-16,2025-05,professional-services-client-14.example.com,PO-SYN-000144,19286.41,929.27,3284.75,515.2,Disputed,30,Direct Debit,2025-05-17T00:00:00,2025-06-15T00:00:00
INV-0000145,EFSA-202602-000145,CLI-0002,2026-02-20,2026-03-22,2026-02,utilities-client-02.example.com,PO-SYN-000145,68056.23,14913.89,10906.66,3134.01,Paid,30,Card,2026-02-20T00:00:00,2026-03-01T00:00:00
INV-0000146,EFSA-202602-000146,CLI-0004,2026-02-26,2026-03-28,2026-02,utilities-client-04.example.com,PO-SYN-000146,53926.79,8423.53,3957.38,2786.5,Issued,30,Card,2026-02-26T00:00:00,2026-03-26T00:00:00
INV-0000147,EFSA-202503-000147,CLI-0017,2025-03-06,2025-04-05,2025-03,construction-client-17.example.com,PO-SYN-000147,3265.53,442.79,102.79,174.65,Part Paid,30,Direct Debit,2025-03-06T00:00:00,2025-03-08T00:00:00
INV-0000148,EFSA-202502-000148,CLI-0002,2025-02-02,2025-03-04,2025-02,utilities-client-02.example.com,PO-SYN-000148,61154.88,3908.5,7931.88,1657.82,Paid,30,Direct Debit,2025-02-02T00:00:00,2025-03-04T00:00:00
INV-0000149,EFSA-202504-000149,CLI-0006,2025-04-19,2025-05-19,2025-04,utilities-client-06.example.com,PO-SYN-000149,79109.83,5987.76,12417.7,4714.47,Disputed,30,EFT,2025-04-19T00:00:00,2025-05-10T00:00:00
INV-0000150,EFSA-202501-000150,CLI-0009,2025-01-03,2025-02-02,2025-01,professional-services-client-09.example.com,PO-SYN-000150,8373.79,980.53,1011.82,465.76,Disputed,30,EFT,2025-01-03T00:00:00,2025-01-14T00:00:00
INV-0000151,EFSA-202601-000151,CLI-0009,2026-01-03,2026-02-02,2026-01,professional-services-client-09.example.com,PO-SYN-000151,44641.4,1697.17,7987.53,608.21,Disputed,30,Card,2026-01-03T00:00:00,2026-01-04T00:00:00
INV-0000152,EFSA-202502-000152,CLI-0016,2025-02-03,2025-03-05,2025-02,government-client-16.example.com,PO-SYN-000152,8420.41,760.25,889.35,378.08,Issued,30,Direct Debit,2025-02-03T00:00:00,2025-02-11T00:00:00
INV-0000153,EFSA-202605-000153,CLI-0012,2026-05-15,2026-06-14,2026-05,government-client-12.example.com,PO-SYN-000153,3094.36,172.05,274.93,155.84,Issued,30,Card,2026-05-15T00:00:00,2026-05-27T00:00:00
INV-0000154,EFSA-202502-000154,CLI-0014,2025-02-11,2025-03-13,2025-02,professional-services-client-14.example.com,PO-SYN-000154,71772.9,2061.6,5143.51,4116.19,Part Paid,30,Direct Debit,2025-02-11T00:00:00,2025-02-20T00:00:00
INV-0000155,EFSA-202501-000155,CLI-0007,2025-01-23,2025-02-22,2025-01,utilities-client-07.example.com,PO-SYN-000155,6020.18,205.75,500.47,154.69,Issued,30,Direct Debit,2025-01-23T00:00:00,2025-02-23T00:00:00
INV-0000156,EFSA-202604-000156,CLI-0009,2026-04-09,2026-05-09,2026-04,professional-services-client-09.example.com,PO-SYN-000156,67460.82,14679.13,1668.04,2375.23,Paid,30,Card,2026-04-09T00:00:00,2026-04-28T00:00:00
INV-0000157,EFSA-202602-000157,CLI-0008,2026-02-20,2026-03-22,2026-02,government-client-08.example.com,PO-SYN-000157,62419.09,11203.59,6162.23,1913.78,Disputed,30,EFT,2026-02-20T00:00:00,2026-03-19T00:00:00
INV-0000158,EFSA-202503-000158,CLI-0012,2025-03-09,2025-04-08,2025-03,government-client-12.example.com,PO-SYN-000158,57756.37,4378.26,5214.07,911.3,Issued,30,EFT,2025-03-09T00:00:00,2025-04-09T00:00:00
INV-0000159,EFSA-202602-000159,CLI-0007,2026-02-17,2026-03-19,2026-02,utilities-client-07.example.com,PO-SYN-000159,31598.63,4034.64,1461.34,1533.34,Issued,30,Direct Debit,2026-02-17T00:00:00,2026-03-06T00:00:00
INV-0000160,EFSA-202501-000160,CLI-0011,2025-01-24,2025-02-23,2025-01,government-client-11.example.com,PO-SYN-000160,17143.07,2998.95,2106.51,517.11,Issued,30,Direct Debit,2025-01-24T00:00:00,2025-02-23T00:00:00
INV-0000161,EFSA-202504-000161,CLI-0010,2025-04-20,2025-05-20,2025-04,government-client-10.example.com,PO-SYN-000161,92315.46,16315.31,12353.95,2944.17,Disputed,30,EFT,2025-04-20T00:00:00,2025-05-12T00:00:00
INV-0000162,EFSA-202508-000162,CLI-0005,2025-08-04,2025-09-03,2025-08,healthcare-client-05.example.com,PO-SYN-000162,51754.45,5233.74,2919.54,1929.59,Issued,30,BPAY,2025-08-04T00:00:00,2025-09-02T00:00:00
INV-0000163,EFSA-202510-000163,CLI-0007,2025-10-29,2025-11-28,2025-10,utilities-client-07.example.com,PO-SYN-000163,53411.74,11640.84,9581.93,2913.6,Disputed,30,EFT,2025-10-29T00:00:00,2025-11-18T00:00:00
INV-0000164,EFSA-202506-000164,CLI-0006,2025-06-12,2025-07-12,2025-06,utilities-client-06.example.com,PO-SYN-000164,76618.58,7395.61,13549.04,4243.73,Paid,30,BPAY,2025-06-12T00:00:00,2025-06-21T00:00:00
INV-0000165,EFSA-202501-000165,CLI-0018,2025-01-25,2025-02-24,2025-01,professional-services-client-18.example.com,PO-SYN-000165,33438.05,1023.69,4974.64,1884.25,Issued,30,BPAY,2025-01-25T00:00:00,2025-02-18T00:00:00
INV-0000166,EFSA-202511-000166,CLI-0015,2025-11-14,2025-12-14,2025-11,healthcare-client-15.example.com,PO-SYN-000166,33871.85,1219.8,5871.91,608.77,Disputed,30,EFT,2025-11-14T00:00:00,2025-11-15T00:00:00
INV-0000167,EFSA-202510-000167,CLI-0002,2025-10-04,2025-11-03,2025-10,utilities-client-02.example.com,PO-SYN-000167,89196.4,17880.55,5813.28,1081.53,Paid,30,Direct Debit,2025-10-04T00:00:00,2025-10-11T00:00:00
INV-0000168,EFSA-202502-000168,CLI-0008,2025-02-21,2025-03-23,2025-02,government-client-08.example.com,PO-SYN-000168,90495.86,19850.84,8023.27,3201.34,Part Paid,30,Direct Debit,2025-02-21T00:00:00,2025-02-23T00:00:00
INV-0000169,EFSA-202506-000169,CLI-0005,2025-06-18,2025-07-18,2025-06,healthcare-client-05.example.com,PO-SYN-000169,77100.6,12400.24,6606.09,2270.86,Issued,30,EFT,2025-06-18T00:00:00,2025-06-20T00:00:00
INV-0000170,EFSA-202601-000170,CLI-0013,2026-01-03,2026-02-02,2026-01,utilities-client-13.example.com,PO-SYN-000170,60130.39,12259.11,3822.58,3367.05,Paid,30,Direct Debit,2026-01-03T00:00:00,2026-01-15T00:00:00
INV-0000171,EFSA-202604-000171,CLI-0001,2026-04-03,2026-05-03,2026-04,professional-services-client-01.example.com,PO-SYN-000171,10607.76,499.06,895.46,272.49,Disputed,30,Card,2026-04-03T00:00:00,2026-04-07T00:00:00
INV-0000172,EFSA-202503-000172,CLI-0001,2025-03-22,2025-04-21,2025-03,professional-services-client-01.example.com,PO-SYN-000172,82113.71,14116.11,10587.59,1029.6,Paid,30,Direct Debit,2025-03-22T00:00:00,2025-04-13T00:00:00
INV-0000173,EFSA-202603-000173,CLI-0007,2026-03-18,2026-04-17,2026-03,utilities-client-07.example.com,PO-SYN-000173,69191.63,3917.53,11025.43,4035.99,Disputed,30,Card,2026-03-18T00:00:00,2026-04-16T00:00:00
INV-0000174,EFSA-202501-000174,CLI-0011,2025-01-17,2025-02-16,2025-01,government-client-11.example.com,PO-SYN-000174,43301.68,1245.58,6577.88,649.29,Part Paid,30,EFT,2025-01-17T00:00:00,2025-01-26T00:00:00
INV-0000175,EFSA-202511-000175,CLI-0015,2025-11-01,2025-12-01,2025-11,healthcare-client-15.example.com,PO-SYN-000175,53668.5,11063.76,6998.93,2119.6,Paid,30,Direct Debit,2025-11-01T00:00:00,2025-11-16T00:00:00
INV-0000176,EFSA-202501-000176,CLI-0003,2025-01-25,2025-02-24,2025-01,healthcare-client-03.example.com,PO-SYN-000176,3894.49,383.74,672.8,160.07,Paid,30,Direct Debit,2025-01-25T00:00:00,2025-02-08T00:00:00
INV-0000177,EFSA-202501-000177,CLI-0004,2025-01-02,2025-02-01,2025-01,utilities-client-04.example.com,PO-SYN-000177,28523.94,1289.6,437.66,591.18,Issued,30,Card,2025-01-02T00:00:00,2025-01-07T00:00:00
INV-0000178,EFSA-202510-000178,CLI-0003,2025-10-05,2025-11-04,2025-10,healthcare-client-03.example.com,PO-SYN-000178,30590.05,4364.78,793.66,644.5,Paid,30,EFT,2025-10-05T00:00:00,2025-11-09T00:00:00
INV-0000179,EFSA-202506-000179,CLI-0012,2025-06-27,2025-07-27,2025-06,government-client-12.example.com,PO-SYN-000179,72916.8,5011.29,5362.74,2796.66,Issued,30,Direct Debit,2025-06-27T00:00:00,2025-07-21T00:00:00
INV-0000180,EFSA-202502-000180,CLI-0013,2025-02-06,2025-03-08,2025-02,utilities-client-13.example.com,PO-SYN-000180,6059.71,615.13,562.17,345.58,Issued,30,Direct Debit,2025-02-06T00:00:00,2025-03-04T00:00:00
INV-0000181,EFSA-202604-000181,CLI-0014,2026-04-28,2026-05-28,2026-04,professional-services-client-14.example.com,PO-SYN-000181,87088.66,16098.3,1741.27,3251.61,Part Paid,30,BPAY,2026-04-28T00:00:00,2026-05-15T00:00:00
INV-0000182,EFSA-202602-000182,CLI-0002,2026-02-03,2026-03-05,2026-02,utilities-client-02.example.com,PO-SYN-000182,66981.57,4576.66,6123.92,1564.21,Issued,30,EFT,2026-02-03T00:00:00,2026-02-16T00:00:00
INV-0000183,EFSA-202506-000183,CLI-0010,2025-06-07,2025-07-07,2025-06,government-client-10.example.com,PO-SYN-000183,56456.89,12004.77,4163.39,1199.79,Issued,30,BPAY,2025-06-07T00:00:00,2025-07-09T00:00:00
INV-0000184,EFSA-202507-000184,CLI-0015,2025-07-13,2025-08-12,2025-07,healthcare-client-15.example.com,PO-SYN-000184,72806.18,13782.37,4864.15,757.37,Issued,30,Card,2025-07-13T00:00:00,2025-07-14T00:00:00
INV-0000185,EFSA-202509-000185,CLI-0003,2025-09-10,2025-10-10,2025-09,healthcare-client-03.example.com,PO-SYN-000185,22551.52,2162.61,1203.52,1239.03,Issued,30,Card,2025-09-10T00:00:00,2025-09-17T00:00:00
INV-0000186,EFSA-202510-000186,CLI-0015,2025-10-03,2025-11-02,2025-10,healthcare-client-15.example.com,PO-SYN-000186,26438.95,3606.87,3085.83,1138.85,Disputed,30,EFT,2025-10-03T00:00:00,2025-10-18T00:00:00
INV-0000187,EFSA-202506-000187,CLI-0008,2025-06-07,2025-07-07,2025-06,government-client-08.example.com,PO-SYN-000187,33454.76,1306.4,421.18,1651.75,Disputed,30,Direct Debit,2025-06-07T00:00:00,2025-07-04T00:00:00
INV-0000188,EFSA-202507-000188,CLI-0002,2025-07-02,2025-08-01,2025-07,utilities-client-02.example.com,PO-SYN-000188,25474.25,3755.96,4408.13,962.65,Part Paid,30,Card,2025-07-02T00:00:00,2025-07-18T00:00:00
INV-0000189,EFSA-202503-000189,CLI-0001,2025-03-19,2025-04-18,2025-03,professional-services-client-01.example.com,PO-SYN-000189,84548.66,3663.46,6365.2,2722.77,Issued,30,Direct Debit,2025-03-19T00:00:00,2025-04-07T00:00:00
INV-0000190,EFSA-202605-000190,CLI-0011,2026-05-06,2026-06-05,2026-05,government-client-11.example.com,PO-SYN-000190,92725.41,18769.38,6193.51,4990.75,Disputed,30,BPAY,2026-05-06T00:00:00,2026-05-27T00:00:00
INV-0000191,EFSA-202502-000191,CLI-0006,2025-02-14,2025-03-16,2025-02,utilities-client-06.example.com,PO-SYN-000191,18731.26,3135.41,2642.63,479.23,Part Paid,30,Direct Debit,2025-02-14T00:00:00,2025-03-01T00:00:00
INV-0000192,EFSA-202508-000192,CLI-0008,2025-08-03,2025-09-02,2025-08,government-client-08.example.com,PO-SYN-000192,64735.35,12717.98,9422.08,3511.07,Issued,30,BPAY,2025-08-03T00:00:00,2025-08-27T00:00:00
INV-0000193,EFSA-202509-000193,CLI-0012,2025-09-24,2025-10-24,2025-09,government-client-12.example.com,PO-SYN-000193,20161.55,1434.84,3571.85,1098.73,Disputed,30,EFT,2025-09-24T00:00:00,2025-09-25T00:00:00
INV-0000194,EFSA-202502-000194,CLI-0015,2025-02-28,2025-03-30,2025-02,healthcare-client-15.example.com,PO-SYN-000194,11356.74,1009.05,426.53,518.83,Disputed,30,Direct Debit,2025-02-28T00:00:00,2025-03-12T00:00:00
INV-0000195,EFSA-202508-000195,CLI-0007,2025-08-09,2025-09-08,2025-08,utilities-client-07.example.com,PO-SYN-000195,67439.01,3618.08,8092.41,2724.52,Issued,30,Direct Debit,2025-08-09T00:00:00,2025-09-01T00:00:00
INV-0000196,EFSA-202602-000196,CLI-0017,2026-02-07,2026-03-09,2026-02,construction-client-17.example.com,PO-SYN-000196,14453.35,1944.99,1345.63,147.62,Paid,30,Direct Debit,2026-02-07T00:00:00,2026-03-07T00:00:00
INV-0000197,EFSA-202601-000197,CLI-0004,2026-01-31,2026-03-02,2026-01,utilities-client-04.example.com,PO-SYN-000197,13309.94,1428.24,1344.84,354.25,Disputed,30,Direct Debit,2026-01-31T00:00:00,2026-02-21T00:00:00
INV-0000198,EFSA-202512-000198,CLI-0015,2025-12-20,2026-01-19,2025-12,healthcare-client-15.example.com,PO-SYN-000198,92498.71,4948.3,11786.59,2690.42,Disputed,30,Direct Debit,2025-12-20T00:00:00,2025-12-24T00:00:00
INV-0000199,EFSA-202604-000199,CLI-0011,2026-04-15,2026-05-15,2026-04,government-client-11.example.com,PO-SYN-000199,24742.65,3142.21,3647.32,994.5,Issued,30,Direct Debit,2026-04-15T00:00:00,2026-05-10T00:00:00
INV-0000200,EFSA-202509-000200,CLI-0005,2025-09-18,2025-10-18,2025-09,healthcare-client-05.example.com,PO-SYN-000200,86592.57,10037.67,3403.46,3069.99,Paid,30,Card,2025-09-18T00:00:00,2025-09-22T00:00:00
INV-0000201,EFSA-202509-000201,CLI-0004,2025-09-21,2025-10-21,2025-09,utilities-client-04.example.com,PO-SYN-000201,15705.39,2583.17,1430.0,158.01,Issued,30,EFT,2025-09-21T00:00:00,2025-10-10T00:00:00
INV-0000202,EFSA-202503-000202,CLI-0018,2025-03-07,2025-04-06,2025-03,professional-services-client-18.example.com,PO-SYN-000202,60525.03,11362.76,2957.77,2610.1,Issued,30,Direct Debit,2025-03-07T00:00:00,2025-03-24T00:00:00
INV-0000203,EFSA-202505-000203,CLI-0003,2025-05-23,2025-06-22,2025-05,healthcare-client-03.example.com,PO-SYN-000203,28644.5,6229.62,3475.2,1333.61,Disputed,30,Direct Debit,2025-05-23T00:00:00,2025-05-28T00:00:00
INV-0000204,EFSA-202605-000204,CLI-0014,2026-05-14,2026-06-13,2026-05,professional-services-client-14.example.com,PO-SYN-000204,90720.74,8344.52,10198.41,1797.55,Issued,30,EFT,2026-05-14T00:00:00,2026-05-15T00:00:00
INV-0000205,EFSA-202501-000205,CLI-0005,2025-01-19,2025-02-18,2025-01,healthcare-client-05.example.com,PO-SYN-000205,61332.04,13231.47,3501.43,2804.08,Issued,30,EFT,2025-01-19T00:00:00,2025-01-28T00:00:00
INV-0000206,EFSA-202601-000206,CLI-0005,2026-01-03,2026-02-02,2026-01,healthcare-client-05.example.com,PO-SYN-000206,43379.42,3983.75,7294.79,1942.21,Issued,30,EFT,2026-01-03T00:00:00,2026-01-27T00:00:00
INV-0000207,EFSA-202501-000207,CLI-0007,2025-01-22,2025-02-21,2025-01,utilities-client-07.example.com,PO-SYN-000207,85663.03,14722.12,8186.6,2646.68,Issued,30,BPAY,2025-01-22T00:00:00,2025-02-08T00:00:00
INV-0000208,EFSA-202504-000208,CLI-0013,2025-04-11,2025-05-11,2025-04,utilities-client-13.example.com,PO-SYN-000208,3265.5,708.2,64.54,149.44,Disputed,30,EFT,2025-04-11T00:00:00,2025-05-10T00:00:00
INV-0000209,EFSA-202508-000209,CLI-0015,2025-08-24,2025-09-23,2025-08,healthcare-client-15.example.com,PO-SYN-000209,35739.02,7169.91,940.37,1317.46,Issued,30,Direct Debit,2025-08-24T00:00:00,2025-08-26T00:00:00
INV-0000210,EFSA-202511-000210,CLI-0006,2025-11-03,2025-12-03,2025-11,utilities-client-06.example.com,PO-SYN-000210,11248.61,1760.71,1667.07,662.7,Issued,30,BPAY,2025-11-03T00:00:00,2025-11-23T00:00:00
INV-0000211,EFSA-202603-000211,CLI-0013,2026-03-19,2026-04-18,2026-03,utilities-client-13.example.com,PO-SYN-000211,58946.9,11324.89,2184.02,2797.25,Disputed,30,EFT,2026-03-19T00:00:00,2026-03-27T00:00:00
INV-0000212,EFSA-202505-000212,CLI-0001,2025-05-15,2025-06-14,2025-05,professional-services-client-01.example.com,PO-SYN-000212,25810.62,5499.52,2632.84,614.17,Disputed,30,BPAY,2025-05-15T00:00:00,2025-06-10T00:00:00
INV-0000213,EFSA-202503-000213,CLI-0006,2025-03-19,2025-04-18,2025-03,utilities-client-06.example.com,PO-SYN-000213,55209.0,9953.72,2457.58,879.25,Part Paid,30,Direct Debit,2025-03-19T00:00:00,2025-04-21T00:00:00
INV-0000214,EFSA-202507-000214,CLI-0002,2025-07-07,2025-08-06,2025-07,utilities-client-02.example.com,PO-SYN-000214,40339.38,7945.23,7047.4,1245.85,Part Paid,30,BPAY,2025-07-07T00:00:00,2025-07-10T00:00:00
INV-0000215,EFSA-202504-000215,CLI-0013,2025-04-30,2025-05-30,2025-04,utilities-client-13.example.com,PO-SYN-000215,67439.21,13890.61,1638.72,2401.32,Part Paid,30,Card,2025-04-30T00:00:00,2025-05-24T00:00:00
INV-0000216,EFSA-202506-000216,CLI-0002,2025-06-05,2025-07-05,2025-06,utilities-client-02.example.com,PO-SYN-000216,56471.64,9925.49,8083.79,1413.21,Issued,30,BPAY,2025-06-05T00:00:00,2025-07-03T00:00:00
INV-0000217,EFSA-202504-000217,CLI-0013,2025-04-11,2025-05-11,2025-04,utilities-client-13.example.com,PO-SYN-000217,66006.92,9302.48,2775.98,1401.72,Part Paid,30,Card,2025-04-11T00:00:00,2025-04-12T00:00:00
INV-0000218,EFSA-202511-000218,CLI-0010,2025-11-28,2025-12-28,2025-11,government-client-10.example.com,PO-SYN-000218,58615.69,3133.3,2477.18,3067.09,Part Paid,30,EFT,2025-11-28T00:00:00,2025-12-26T00:00:00
INV-0000219,EFSA-202502-000219,CLI-0004,2025-02-15,2025-03-17,2025-02,utilities-client-04.example.com,PO-SYN-000219,30187.63,1490.41,1412.64,922.13,Issued,30,Card,2025-02-15T00:00:00,2025-03-08T00:00:00
INV-0000220,EFSA-202512-000220,CLI-0009,2025-12-11,2026-01-10,2025-12,professional-services-client-09.example.com,PO-SYN-000220,16920.11,2636.76,2614.59,707.46,Issued,30,BPAY,2025-12-11T00:00:00,2025-12-18T00:00:00
INV-0000221,EFSA-202503-000221,CLI-0014,2025-03-17,2025-04-16,2025-03,professional-services-client-14.example.com,PO-SYN-000221,61831.24,10194.18,10156.7,2817.08,Disputed,30,BPAY,2025-03-17T00:00:00,2025-04-03T00:00:00
INV-0000222,EFSA-202504-000222,CLI-0008,2025-04-13,2025-05-13,2025-04,government-client-08.example.com,PO-SYN-000222,54492.92,9863.2,8765.27,2507.12,Paid,30,BPAY,2025-04-13T00:00:00,2025-04-25T00:00:00
INV-0000223,EFSA-202512-000223,CLI-0012,2025-12-08,2026-01-07,2025-12,government-client-12.example.com,PO-SYN-000223,8299.49,1048.44,400.33,191.2,Issued,30,Direct Debit,2025-12-08T00:00:00,2025-12-24T00:00:00
